date,open,close,high,low,volume
2005-08-26,-81.139,-80.9,-80.79,-81.139,4582.41
2005-08-29,-80.874,-80.81,-80.746,-80.907,5128.3
2005-08-30,-80.84,-80.914,-80.756,-81.008,2453.26
2005-08-31,-81.008,-80.753,-80.713,-81.038,2394.34
2005-09-01,-80.786,-80.371,-80.263,-80.786,5487.26
2005-09-02,-80.438,-80.183,-79.985,-80.438,4998.16
2005-09-05,-80.203,-80.052,-79.841,-80.203,3910.58
2005-09-06,-80.049,-80.337,-79.938,-80.371,3194.83
2005-09-07,-80.34,-80.189,-80.149,-80.367,5186.27
2005-09-08,-80.189,-80.36,-80.189,-80.468,6307.52
2005-09-09,-80.36,-80.438,-80.354,-80.706,4254.47
2005-09-12,-80.438,-80.501,-80.438,-80.763,1595.47
2005-09-13,-80.605,-80.106,-80.102,-80.605,4901.15
2005-09-14,-80.136,-80.082,-79.968,-80.337,3299.47
2005-09-15,-80.116,-80.122,-79.921,-80.25,1740.66
2005-09-16,-80.159,-80.045,-79.975,-80.159,3217.33
2005-09-19,-80.169,-80.21,-79.908,-80.243,2040.25
2005-09-20,-80.186,-80.216,-80.186,-80.303,1795.22
2005-09-21,-80.344,-80.475,-80.169,-80.542,2949.27
2005-09-22,-80.579,-80.689,-80.377,-80.981,3358.26
2005-09-23,-80.743,-80.733,-80.542,-80.924,3064.46
2005-09-26,-80.723,-80.847,-80.589,-80.874,1766.6
2005-09-27,-80.857,-80.958,-80.79,-80.991,1709.21
2005-09-28,-81.035,-80.783,-80.709,-81.035,2336.95
2005-09-29,-80.723,-80.471,-80.438,-80.77,2084.96
2005-09-30,-80.471,-80.552,-80.471,-80.874,3324.15
2005-10-10,-80.679,-80.827,-80.471,-80.84,2647.95
2005-10-11,-80.874,-80.76,-80.719,-80.968,1359.09
2005-10-12,-80.706,-81.206,-80.706,-81.236,8327.95
2005-10-13,-81.192,-81.347,-81.072,-81.471,10907.53
2005-10-14,-81.383,-81.866,-81.226,-81.947,4942.58
2005-10-17,-81.997,-81.809,-81.544,-82.084,9468.38
2005-10-18,-81.813,-81.41,-81.41,-81.813,9642.18
2005-10-19,-81.347,-81.41,-81.226,-81.555,7924.51
2005-10-20,-81.471,-81.635,-81.343,-81.695,5721.62
2005-10-21,-81.679,-81.612,-81.561,-81.712,3395.38
2005-10-24,-81.645,-81.36,-81.326,-81.645,4444.67
2005-10-25,-81.266,-81.162,-81.108,-81.276,11594.86
2005-10-26,-81.169,-81.182,-81.129,-81.276,9635.79
2005-10-27,-81.196,-81.387,-81.196,-81.528,9748.15
2005-10-28,-81.383,-81.189,-81.008,-81.383,6982.31
2005-10-31,-81.212,-80.978,-80.773,-81.34,6685.72
2005-11-01,-80.911,-80.941,-80.857,-81.102,8542.88
2005-11-02,-81.041,-80.988,-80.857,-81.182,2766.09
2005-11-03,-80.911,-81.306,-80.89,-81.31,2539.7
2005-11-04,-81.303,-81.293,-81.176,-81.581,4895.62
2005-11-07,-81.541,-81.4,-81.377,-81.578,2475.17
2005-11-08,-81.404,-81.4,-81.367,-81.424,6077.3
2005-11-09,-81.316,-81.471,-81.209,-81.541,6020.73
2005-11-10,-81.41,-81.501,-81.41,-81.659,3950.13
2005-11-11,-81.638,-81.585,-81.498,-81.716,2926.91
2005-11-14,-81.692,-81.846,-81.612,-81.863,2162.89
2005-11-15,-81.796,-81.913,-81.752,-81.913,7767.6
2005-11-16,-81.92,-81.749,-81.726,-82.048,7248.56
2005-11-17,-81.779,-82.061,-81.759,-82.655,11008.02
2005-11-18,-82.048,-81.947,-81.779,-82.38,6941.23
2005-11-21,-82.048,-81.83,-81.796,-82.115,4575.17
2005-11-22,-81.897,-81.665,-81.518,-82.215,3538.81
2005-11-23,-81.806,-81.625,-81.578,-81.846,1371.41
2005-11-24,-81.712,-81.923,-81.712,-82.048,10882.95
2005-11-25,-82.014,-81.87,-81.846,-82.088,3913.87
2005-11-28,-81.89,-81.893,-81.82,-82.215,1523.78
2005-11-29,-81.897,-82.252,-81.82,-82.718,2488.8
2005-11-30,-82.383,-82.47,-82.329,-82.752,6508.2
2005-12-01,-82.554,-82.618,-82.433,-82.648,5354.24
2005-12-02,-82.618,-82.209,-82.115,-82.618,9633.83
2005-12-05,-82.209,-82.326,-82.165,-82.504,2757.43
2005-12-06,-82.484,-82.463,-82.339,-82.551,14916.67
2005-12-07,-82.551,-82.47,-82.339,-82.551,4309.98
2005-12-08,-82.537,-82.517,-82.383,-82.541,3657.78
2005-12-09,-82.484,-82.759,-82.484,-82.785,15462.06
2005-12-12,-82.785,-83.168,-82.785,-83.171,15102.2
2005-12-13,-83.154,-83.265,-83.071,-83.557,20414.41
2005-12-14,-83.372,-82.893,-82.785,-83.379,17975.93
2005-12-15,-82.876,-82.765,-82.752,-83.05,5934.65
2005-12-16,-82.785,-82.561,-82.497,-82.886,6670.61
2005-12-19,-82.551,-82.433,-82.356,-82.635,4702.67
2005-12-20,-82.37,-82.591,-82.366,-82.718,4540.42
2005-12-21,-82.685,-82.732,-82.517,-82.812,4959.17
2005-12-22,-82.832,-82.641,-82.517,-82.883,3340.67
2005-12-23,-82.749,-82.356,-82.316,-82.752,6291.83
2005-12-26,-82.316,-82.313,-82.215,-82.45,6992.35
2005-12-27,-82.282,-82.074,-82.051,-82.339,7290.17
2005-12-28,-82.051,-81.89,-81.88,-82.128,6250.35
2005-12-29,-81.88,-81.454,-81.444,-81.88,15674.35
2005-12-30,-81.544,-81.84,-81.538,-82.081,36647.56
2006-01-04,-81.913,-82.289,-81.913,-82.346,35507.13
2006-01-05,-82.316,-82.128,-81.947,-82.343,16992.3
2006-01-06,-82.115,-81.97,-81.897,-82.266,17162.3
2006-01-09,-81.93,-81.447,-81.276,-81.947,20770.8
2006-01-10,-81.377,-81.387,-81.182,-81.534,17456.82
2006-01-11,-81.394,-81.524,-81.176,-81.541,8315.15
2006-01-12,-81.578,-81.377,-81.357,-81.679,9989.72
2006-01-13,-81.377,-81.216,-80.941,-81.544,9936.88
2006-01-16,-81.115,-81.528,-81.075,-81.541,7730.84
2006-01-17,-81.712,-81.695,-81.504,-81.779,13824.7
2006-01-18,-81.712,-81.659,-81.39,-81.712,9706.85
2006-01-19,-81.451,-81.685,-81.444,-81.789,7283.03
2006-01-20,-81.679,-81.719,-81.595,-81.927,14216.37
2006-01-23,-81.712,-82.048,-81.712,-82.081,13286.42
2006-01-24,-82.044,-81.877,-81.618,-82.048,11452.89
2006-01-25,-81.84,-81.296,-81.209,-81.94,15730.73
2006-02-06,-81.192,-81.243,-81.142,-81.544,15691.41
2006-02-07,-81.243,-80.371,-80.367,-81.326,28665.81
2006-02-08,-80.481,-80.424,-80.34,-80.746,22264.37
2006-02-09,-80.454,-80.88,-80.371,-80.941,7770.3
2006-02-10,-80.907,-79.522,-79.364,-81.015,31873.95
2006-02-13,-77.761,-77.761,-77.761,-77.761,16966.0
2006-02-15,-77.184,-77.657,-77.184,-78.09,28996.55
2006-02-16,-77.805,-77.463,-77.02,-77.922,18977.5
2006-02-17,-77.466,-77.6,-77.392,-77.647,8907.82
2006-02-20,-77.761,-77.892,-77.654,-78.298,10843.98
2006-02-21,-78.063,-77.506,-77.503,-78.063,10239.0
2006-02-22,-77.57,-77.453,-77.352,-77.687,10335.1
2006-02-23,-77.449,-76.255,-76.178,-77.59,11730.27
2006-04-17,-74.166,-74.166,-74.166,-74.166,238.1
2006-04-18,-71.868,-71.868,-71.868,-71.868,324.44
2006-04-19,-69.339,-69.339,-69.339,-69.611,43967.51
2006-04-20,-66.961,-68.957,-66.961,-70.292,55615.01
2006-04-21,-69.044,-67.313,-66.787,-69.299,31886.09
2006-04-24,-67.122,-67.246,-66.354,-67.86,36248.98
2006-04-25,-67.29,-66.481,-65.881,-67.756,39704.65
2006-05-25,-61.845,-65.91,-60.343,-67.029,198116.97
2006-05-26,-65.985,-65.609,-65.587,-67.345,91801.96
2006-05-29,-65.602,-62.604,-62.604,-65.602,80683.62
2006-05-30,-60.268,-59.298,-59.298,-61.387,138758.54
2006-05-31,-59.253,-59.576,-56.661,-60.433,151731.03
2006-06-01,-59.576,-58.464,-58.014,-60.358,90331.67
2006-06-02,-58.464,-60.26,-58.464,-60.643,73104.73
2006-06-05,-60.643,-61.943,-60.643,-62.747,68747.56
2006-06-06,-62.424,-63.31,-62.424,-63.348,56641.97
2006-06-07,-63.671,-64.077,-62.604,-64.325,71001.13
2006-06-08,-64.227,-63.558,-63.28,-64.843,58454.35
2006-06-09,-63.558,-63.648,-63.198,-64.475,58410.82
2006-06-12,-64.099,-61.785,-61.703,-64.475,71344.49
2006-06-13,-61.785,-61.139,-60.215,-61.785,74829.48
2006-06-14,-61.47,-60.493,-60.192,-62.972,62233.84
2006-06-15,-60.5,-60.793,-59.441,-61.169,51311.47
2006-06-16,-60.801,-60.538,-60.117,-60.944,40080.29
2006-06-19,-60.718,-59.193,-58.404,-61.319,76305.89
2006-06-20,-59.479,-59.328,-58.945,-59.809,37608.92
2006-06-21,-59.328,-60.095,-59.216,-60.531,36323.94
2006-06-22,-60.343,-60.515,-59.982,-60.568,23653.79
2006-06-23,-60.718,-60.583,-60.117,-60.869,27924.08
2006-06-26,-60.568,-59.802,-59.328,-60.568,47869.59
2006-06-27,-59.689,-58.87,-58.389,-59.727,51466.17
2006-06-28,-58.945,-59.704,-58.945,-59.892,26800.57
2006-06-29,-59.667,-59.516,-59.223,-59.892,37191.05
2006-06-30,-59.404,-60.012,-59.028,-60.493,39032.78
2006-07-03,-60.027,-60.493,-60.027,-60.809,48287.74
2006-07-04,-60.718,-60.343,-60.305,-61.357,52506.66
2006-07-05,-60.192,-60.681,-60.192,-60.944,15572.63
2006-07-06,-60.718,-60.583,-60.268,-61.019,22055.6
2006-07-07,-60.553,-61.102,-60.35,-61.162,28023.63
2006-07-10,-61.184,-61.823,-61.184,-61.958,27697.75
2006-07-11,-61.845,-62.033,-61.5,-62.146,27214.09
2006-07-12,-62.071,-62.604,-62.033,-62.935,33125.13
2006-07-13,-62.784,-62.093,-61.545,-63.138,39424.2
2006-07-14,-62.446,-62.168,-62.033,-62.882,18343.74
2006-07-17,-62.371,-61.951,-61.432,-62.709,25684.18
2006-07-18,-61.981,-62.356,-61.951,-62.574,15392.32
2006-07-19,-62.446,-62.995,-62.296,-63.423,31326.98
2006-07-20,-63.025,-62.379,-62.304,-63.438,19372.01
2006-07-21,-62.409,-62.274,-62.221,-62.589,10759.71
2006-07-24,-62.522,-60.936,-60.44,-62.747,40525.41
2006-07-25,-60.936,-60.478,-60.343,-61.319,32542.13
2006-07-26,-60.478,-60.718,-60.343,-61.207,17404.3
2006-07-27,-60.793,-60.959,-60.5,-61.244,24515.14
2006-07-28,-61.094,-61.47,-61.026,-61.657,22886.46
2006-07-31,-61.56,-62.597,-61.545,-62.597,15948.07
2006-08-01,-62.597,-62.041,-61.845,-62.672,13168.38
2006-08-02,-62.071,-62.537,-61.845,-62.687,8860.22
2006-08-03,-62.522,-63.363,-62.183,-63.573,16655.48
2006-08-04,-63.348,-63.581,-63.062,-64.099,14793.41
2006-08-07,-63.911,-63.829,-63.055,-64.79,14142.35
2006-08-08,-64.099,-63.19,-63.168,-64.099,7771.76
2006-08-09,-63.16,-62.709,-62.371,-63.348,10288.41
2006-08-10,-62.709,-62.589,-62.311,-62.709,13105.61
2006-08-11,-62.537,-62.537,-62.221,-62.559,7247.13
2006-08-14,-62.537,-62.739,-62.386,-63.198,11173.66
2006-08-15,-62.935,-62.506,-62.461,-62.972,6398.25
2006-08-16,-62.522,-61.853,-61.778,-62.597,8998.88
2006-08-17,-61.778,-62.409,-61.778,-63.055,10929.65
2006-08-18,-62.672,-62.499,-62.251,-62.927,3381.23
2006-08-21,-63.363,-62.469,-62.446,-63.461,7293.21
2006-08-22,-62.597,-61.703,-61.582,-62.597,11108.75
2006-08-23,-62.747,-62.281,-62.078,-62.747,21056.23
2006-08-24,-62.597,-62.514,-62.296,-62.687,12574.07
2006-08-25,-62.514,-62.567,-62.153,-62.747,7474.87
2006-08-28,-62.664,-62.709,-62.454,-63.047,25572.59
2006-08-29,-62.619,-61.349,-60.936,-62.627,37854.4
2006-08-30,-61.657,-61.86,-61.244,-61.996,9692.92
2006-08-31,-61.845,-61.673,-61.492,-61.996,12358.48
2006-09-01,-61.582,-61.793,-61.567,-61.935,10873.94
2006-09-04,-62.011,-61.748,-61.642,-62.011,5903.76
2006-09-05,-61.838,-61.89,-61.673,-61.981,12354.76
2006-09-06,-61.92,-61.755,-61.507,-61.996,11380.69
2006-09-07,-61.86,-61.853,-61.733,-62.304,10518.62
2006-09-08,-62.221,-62.251,-61.92,-62.476,5890.62
2006-09-11,-62.446,-62.499,-62.289,-62.679,8302.99
2006-09-12,-62.499,-62.747,-62.499,-62.822,19393.05
2006-09-13,-62.732,-62.687,-62.401,-62.732,18421.46
2006-09-14,-62.597,-61.019,-60.989,-63.198,63366.87
2006-09-15,-61.019,-61.214,-60.508,-61.77,29243.97
2006-09-18,-61.184,-61.222,-61.019,-61.635,34084.76
2006-09-19,-61.349,-60.786,-60.538,-61.507,29992.52
2006-09-20,-60.876,-60.35,-60.102,-61.034,22442.46
2006-09-21,-60.343,-60.493,-60.23,-60.493,16312.83
2006-09-22,-60.523,-60.485,-60.343,-61.019,12425.97
2006-09-25,-60.831,-60.553,-60.23,-60.831,10475.25
2006-09-26,-60.591,-61.109,-60.583,-61.124,11789.72
2006-09-27,-61.177,-61.004,-60.831,-61.349,8052.18
2006-09-28,-61.094,-60.485,-60.38,-61.304,16779.2
2006-09-29,-60.493,-60.02,-59.682,-60.718,22756.22
2006-10-09,-59.584,-57.435,-57.112,-59.584,37970.12
2006-10-10,-56.962,-57.54,-56.21,-57.713,24124.48
2006-10-11,-57.585,-58.284,-57.337,-58.464,12117.97
2006-10-12,-58.284,-58.367,-57.893,-58.78,14286.89
2006-10-13,-58.367,-58.833,-58.239,-59.058,14898.03
2006-10-16,-58.84,-60.042,-58.84,-60.493,38076.75
2006-10-17,-60.042,-59.486,-59.291,-60.455,15370.44
2006-10-18,-59.591,-58.231,-57.931,-59.967,23878.83
2006-10-19,-58.352,-58.089,-57.713,-58.825,16611.15
2006-10-20,-58.119,-58.389,-57.976,-58.412,12095.4
2006-10-23,-58.69,-57.337,-57.074,-58.69,38998.75
2006-10-24,-57.3,-56.466,-56.15,-57.488,26709.12
2006-10-25,-56.06,-54.197,-53.671,-56.436,47476.08
2006-10-26,-54.332,-54.332,-54.062,-55.083,20428.5
2006-10-27,-54.34,-55.068,-54.34,-55.159,14791.45
2006-10-30,-55.083,-55.053,-54.821,-55.609,12369.43
2006-10-31,-55.053,-55.091,-54.107,-55.527,11266.83
2006-11-01,-55.384,-55.685,-55.083,-55.85,12762.04
2006-11-02,-55.752,-54.505,-54.49,-56.316,23319.0
2006-11-03,-54.34,-54.505,-53.964,-55.309,13876.4
2006-11-06,-55.046,-53.513,-52.679,-55.083,26740.04
2006-11-07,-53.506,-53.731,-52.905,-53.957,21326.45
2006-11-08,-53.957,-52.972,-52.454,-54.332,25348.3
2006-11-09,-53.168,-52.702,-52.679,-53.491,15962.43
2006-11-10,-52.867,-52.379,-51.402,-53.13,33153.29
2006-11-13,-52.454,-52.897,-52.454,-53.656,28315.49
2006-11-14,-53.093,-50.651,-50.463,-53.093,31306.77
2006-11-15,-50.215,-49.193,-48.322,-50.876,34033.76
2006-11-16,-49.171,-47.059,-45.331,-49.186,48628.57
2006-11-17,-46.834,-47.15,-46.443,-48.322,38341.46
2006-11-20,-47.923,-47.12,-46.218,-47.923,27060.49
2006-11-21,-47.074,-48.224,-47.029,-49.073,30241.21
2006-11-22,-48.247,-47.991,-47.428,-49.178,28900.47
2006-11-23,-48.314,-47.976,-47.195,-48.314,12547.85
2006-11-24,-48.014,-47.645,-47.352,-48.772,23495.89
2006-11-27,-47.645,-47.345,-46.323,-47.728,16498.49
2006-11-28,-47.428,-48.464,-46.827,-48.472,28322.41
2006-11-29,-49.073,-47.262,-45.955,-49.877,26754.01
2006-11-30,-47.022,-44.753,-43.679,-47.022,21012.03
2006-12-01,-44.753,-43.814,-41.785,-44.753,40414.69
2006-12-04,-43.618,-43.739,-42.364,-44.715,26886.58
2006-12-05,-43.889,-43.002,-42.101,-43.964,38117.83
2006-12-06,-43.062,-43.791,-43.062,-45.392,37493.0
2006-12-07,-44.182,-43.408,-42.987,-44.182,21855.38
2006-12-08,-43.814,-43.776,-43.138,-44.565,22068.89
2006-12-11,-44.49,-41.334,-41.184,-44.49,26754.3
2006-12-12,-40.899,-41.695,-40.448,-42.011,11767.03
2006-12-13,-41.349,-42.086,-41.229,-42.567,33416.53
2006-12-14,-41.71,-37.773,-37.518,-42.086,37628.24
2006-12-15,-37.803,-36.203,-35.579,-38.532,23697.3
2006-12-18,-36.316,-30.741,-30.546,-36.316,35238.29
2006-12-19,-30.741,-32.176,-28.938,-32.634,38038.16
2006-12-20,-32.559,-32.319,-31.117,-32.912,25195.9
2006-12-21,-32.319,-33.31,-31.417,-33.671,30301.46
2006-12-22,-33.671,-34.926,-32.769,-35.564,30439.46
2006-12-25,-34.753,-33.138,-32.409,-34.753,24954.41
2006-12-27,-32.386,-31.432,-30.741,-32.394,19853.02
2006-12-28,-31.192,-31.432,-31.041,-32.92,29281.05
2006-12-29,-31.425,-29.667,-26.458,-32.123,82975.49
2007-01-04,-28.029,-31.162,-27.901,-31.417,44664.67
2007-01-05,-31.951,-30.839,-30.523,-33.07,27805.01
2007-01-08,-30.816,-31.898,-30.591,-32.634,48923.59
2007-01-09,-31.875,-28.945,-28.044,-32.093,28300.01
2007-01-10,-28.788,-28.81,-27.668,-29.839,28239.4
2007-01-11,-28.788,-26.541,-25.647,-29.163,37482.8
2007-01-12,-26.609,-22.807,-22.627,-28.036,36402.08
2007-01-15,-22.739,-20.816,-19.02,-22.739,30670.52
2007-01-16,-21.004,-22.229,-19.937,-23.318,35039.7
2007-01-17,-22.334,-21.936,-18.269,-23.513,25916.04
2007-01-18,-22.026,-16.601,-16.398,-22.777,30645.35
2007-01-19,-16.601,-13.498,-11.59,-16.601,22255.51
2007-01-22,-12.935,-10.606,-8.502,-13.01,25521.22
2007-01-23,-10.155,-16.556,-9.404,-17.443,41782.8
2007-01-24,-16.391,-13.175,-10.756,-16.391,19404.22
2007-01-25,-14.888,-14.235,-12.296,-15.79,44848.15
2007-01-26,-15.264,-13.844,-13.047,-22.026,35845.7
2007-01-29,-14.663,-14.896,-10.756,-15.94,18560.36
2007-01-30,-15.467,-13.198,-12.183,-15.655,26561.09
2007-01-31,-14.663,-18.096,-13.01,-19.02,33267.84
2007-02-01,-20.531,-16.766,-16.038,-20.899,25909.75
2007-02-02,-17.54,-19.772,-16.917,-20.523,14988.8
2007-02-05,-19.779,-22.777,-19.772,-22.987,19837.99
2007-02-06,-24.272,-23.716,-22.852,-28.412,39522.56
2007-02-07,-24.144,-22.424,-20.538,-24.272,17976.22
2007-02-08,-22.852,-23.558,-21.289,-25.407,18373.14
2007-02-09,-24.144,-24.903,-23.093,-25.782,12262.17
2007-02-12,-25.181,-22.777,-21.462,-25.632,12511.33
2007-02-13,-22.116,-20.673,-20.643,-22.777,18767.1
2007-02-14,-20.087,-20.854,-19.028,-22.026,15614.47
2007-02-15,-20.035,-18.111,-16.782,-20.516,16805.18
2007-02-16,-16.939,-20.395,-16.766,-20.854,25071.62
2007-02-26,-20.673,-22.762,-20.673,-23.521,15321.46
2007-02-27,-23.153,-29.809,-23.153,-30.05,31866.95
2007-03-01,-23.228,-23.228,-23.228,-25.872,44582.45
2007-03-02,-22.777,-22.183,-19.779,-23.558,34770.66
2007-03-05,-22.093,-24.355,-22.093,-24.43,21805.01
2007-03-06,-25.031,-20.448,-19.659,-25.782,24350.58
2007-03-07,-19.546,-19.426,-17.931,-20.516,26425.34
2007-03-08,-19.847,-19.434,-19.02,-21.199,13807.63
2007-03-09,-20.448,-20.516,-18.66,-21.199,16185.95
2007-03-12,-20.673,-20.673,-20.516,-21.552,19443.99
2007-03-13,-21.304,-21.718,-20.673,-23.513,19080.52
2007-03-14,-22.777,-23.513,-22.026,-24.054,21600.27
2007-03-15,-24.28,-22.461,-22.026,-24.28,20973.19
2007-03-16,-22.176,-22.319,-22.026,-24.204,14634.93
2007-03-19,-24.272,-22.491,-21.86,-24.43,25951.61
2007-03-20,-22.522,-24.573,-22.401,-24.693,21187.52
2007-03-21,-24.543,-25.031,-23.303,-26.819,28289.56
2007-03-22,-24.873,-24.663,-24.37,-26.534,31397.02
2007-03-23,-25.399,-24.287,-24.204,-26.383,30279.38
2007-03-26,-24.43,-25.016,-24.355,-25.256,22656.2
2007-03-27,-25.204,-25.94,-25.031,-26.646,37197.64
2007-03-28,-25.88,-25.715,-25.144,-27.285,34926.36
2007-03-29,-25.647,-23.25,-23.16,-26.323,49415.37
2007-03-30,-23.093,-24.655,-23.04,-25.632,30985.07
2007-04-02,-24.28,-25.114,-24.272,-26.609,28257.19
2007-04-03,-25.114,-24.37,-23.829,-26.451,42800.91
2007-04-04,-24.287,-22.522,-22.033,-24.287,40807.26
2007-04-05,-22.867,-24.024,-22.867,-24.49,37460.14
2007-04-06,-24.58,-25.031,-24.272,-25.407,27615.36
2007-04-09,-24.618,-24.28,-23.078,-25.857,62834.18
2007-04-10,-24.114,-24.738,-23.686,-24.956,63046.82
2007-04-11,-24.317,-25.121,-24.317,-25.857,53828.25
2007-04-12,-25.256,-21.395,-20.448,-25.797,76458.57
2007-04-13,-21.274,-18.307,-16.481,-22.777,84783.18
2007-04-16,-19.096,-19.223,-17.555,-20.147,37812.42
2007-04-17,-19.02,-21.507,-17.939,-22.777,44618.85
2007-04-18,-21.507,-23.085,-21.507,-23.904,48780.84
2007-04-19,-23.754,-25.933,-23.528,-26.984,39881.71
2007-04-20,-25.782,-24.603,-23.904,-25.857,41516.94
2007-04-23,-24.595,-23.844,-23.671,-25.782,47486.75
2007-04-24,-23.588,-24.67,-23.543,-25.399,39478.57
2007-04-25,-24.663,-23.536,-22.927,-25.331,37822.34
2007-04-26,-23.468,-22.522,-21.665,-24.28,33698.28
2007-04-27,-22.567,-25.196,-22.544,-25.316,26474.91
2007-04-30,-25.782,-23.964,-22.499,-26.12,43557.29
2007-05-08,-23.078,-23.153,-22.101,-23.881,46026.97
2007-05-09,-23.153,-26.534,-23.145,-28.111,151776.6
2007-05-14,-25.331,-24.738,-19.937,-26.398,131870.45
2007-05-15,-24.67,-27.337,-24.67,-27.39,71037.92
2007-05-16,-27.36,-25.346,-24.58,-27.51,50432.88
2007-05-17,-25.519,-21.259,-20.485,-25.534,95181.6
2007-05-18,-21.8,-21.703,-19.697,-22.777,51836.91
2007-05-21,-24.047,-23.055,-21.139,-24.933,41508.22
2007-05-22,-23.446,-24.4,-23.153,-24.888,59901.95
2007-05-23,-24.543,-22.8,-21.274,-24.55,40338.9
2007-05-24,-22.424,-20.996,-20.816,-23.047,55798.95
2007-05-25,-20.501,-15.722,-13.528,-20.501,83105.33
2007-05-28,-15.64,-12.777,-12.071,-15.655,55511.05
2007-05-29,-12.634,-13.596,-8.953,-14.287,42945.11
2007-05-30,-17.518,-19.043,-13.769,-20.673,72906.54
2007-06-01,-13.754,-12.679,-11.38,-14.362,69666.5
2007-06-04,-12.499,-16.293,-9.103,-17.893,56949.06
2007-06-05,-18.269,-15.963,-15.271,-24.227,52948.78
2007-06-06,-16.766,-16.383,-13.761,-18.998,31384.34
2007-06-07,-16.376,-16.271,-14.888,-17.383,53370.84
2007-06-08,-15.422,-15.331,-14.896,-16.766,35819.08
2007-06-11,-14.813,-7.3,-7.3,-15.294,54095.46
2007-06-12,-5.504,-5.174,-3.618,-9.208,44190.28
2007-06-13,-5.88,-5.594,-2.905,-6.999,38683.78
2007-06-14,-6.398,-1.62,2.016,-6.782,34881.1
2007-06-15,-2.514,-1.079,-0.839,-2.642,14897.86
2007-06-18,-0.628,-0.268,3.098,-1.658,21722.21
2007-06-19,-1.304,-2.942,-0.238,-3.994,27946.84
2007-06-20,-3.603,-2.92,-0.253,-4.595,19170.26
2007-06-21,-4.295,-2.619,-1.905,-4.745,19401.41
2007-06-22,-2.589,-4.873,-1.44,-6.248,17853.37
2007-06-25,-5.422,-6.18,-2.108,-6.624,32756.57
2007-06-26,-6.331,-5.331,-4.745,-8.825,12271.69
2007-06-27,-4.588,-2.123,-2.026,-6.098,23766.47
2007-06-28,-1.815,-4.084,-1.365,-4.347,26212.17
2007-06-29,-5.872,-5.737,-2.905,-6.887,15499.39
2007-07-02,-6.248,-6.195,-5.497,-9.253,19600.22
2007-07-03,-6.098,-6.834,-5.872,-8.502,11009.03
2007-07-04,-6.834,-7.661,-5.948,-8.344,11556.94
2007-07-05,-8.502,-9.982,-6.999,-10.673,17043.63
2007-07-06,-10.305,-7.09,-6.962,-10.305,15596.04
2007-07-09,-6.849,-5.384,-4.971,-7.375,11643.44
2007-07-10,-5.497,-6.999,-5.497,-7.751,9793.7
2007-07-11,-7.751,-8.622,-7.751,-9.404,12129.96
2007-07-12,-8.502,-9.727,-8.149,-10.087,14739.14
2007-07-13,-9.456,-9.111,-8.367,-9.539,9166.86
2007-07-16,-8.742,-11.522,-8.742,-11.56,10747.33
2007-07-17,-11.582,-8.63,-8.577,-13.01,15065.88
2007-07-18,-9.606,-7.916,-7.217,-10.981,11356.86
2007-07-19,-8.66,-5.91,-5.662,-8.727,14746.77
2007-07-20,-6.549,-5.016,-4.595,-7.225,14294.46
2007-07-23,-4.37,-0.876,0.033,-5.677,19092.84
2007-07-24,-0.763,-2.371,-0.463,-2.792,13103.79
2007-07-25,-3.092,-3.476,-1.966,-3.844,15241.67
2007-07-26,-2.807,-2.687,-1.214,-3.318,13053.04
2007-07-27,-4.558,-5.346,-3.1,-5.715,16312.15
2007-07-30,-5.346,-1.673,-0.763,-5.564,27876.99
2007-07-31,-2.056,1.844,2.542,-2.552,27165.92
2007-08-01,1.791,-0.44,2.542,-1.207,19966.05
2007-08-02,-0.087,2.475,3.669,-0.087,20521.29
2007-08-03,2.452,8.621,9.372,2.287,34106.98
2007-08-06,8.651,8.606,10.048,7.065,17469.92
2007-08-07,8.591,8.944,9.289,7.396,23874.26
2007-08-08,8.944,9.192,14.548,6.863,12945.06
2007-08-09,12.009,13.504,14.834,10.056,15475.05
2007-08-10,13.181,10.026,14.188,9.304,23841.76
2007-08-13,10.041,8.35,10.041,5.067,19140.59
2007-08-14,7.05,7.749,8.553,5.713,16144.46
2007-08-15,7.734,7.05,10.431,5.923,23519.53
2007-08-16,5.931,6.307,8.553,3.669,21306.3
2007-08-17,7.186,6.419,10.942,5.931,24164.37
2007-08-20,7.877,12.678,13.662,7.877,18751.35
2007-08-21,12.7,16.096,17.569,12.7,18810.98
2007-08-22,14.563,21.498,22.678,14.188,26195.15
2007-08-23,21.491,25.044,25.983,20.574,19263.67
2007-08-24,24.999,22.941,26.577,22.077,20630.17
2007-08-27,22.828,21.37,25.067,21.325,20822.82
2007-08-28,20.582,20.416,22.077,19.898,17205.5
2007-08-29,19.657,20.273,23.174,19.071,11997.01
2007-08-30,20.499,21.318,21.919,20.161,9194.87
2007-08-31,21.325,25.029,25.157,20.574,10007.4
2007-09-03,25.758,24.947,27.636,24.706,18749.14
2007-09-04,24.781,19.672,24.781,18.32,47220.08
2007-09-05,19.763,18.929,21.288,16.502,22879.69
2007-09-06,19.071,17.561,19.071,16.742,27525.58
2007-09-07,17.561,13.406,17.561,12.986,33011.69
2007-09-10,10.243,11.641,13.294,10.243,40802.08
2007-09-11,11.558,12.911,14.924,11.558,25866.08
2007-09-12,12.31,12.85,14.563,10.304,12191.84
2007-09-13,13.061,12.941,13.437,10.807,21165.7
2007-09-14,13.061,16.359,17.569,11.355,36625.8
